geo_value,time_value,value,location,issue_date
al,2020-02-18,NA,01,2022-01-30
al,2020-02-19,NA,01,2022-01-30
al,2020-02-20,NA,01,2022-01-30
al,2020-02-21,NA,01,2022-01-30
al,2020-02-22,NA,01,2022-01-30
al,2020-02-23,NA,01,2022-01-30
al,2020-02-24,NA,01,2022-01-30
al,2020-02-25,NA,01,2022-01-30
al,2020-02-26,NA,01,2022-01-30
al,2020-02-27,NA,01,2022-01-30
al,2020-02-28,NA,01,2022-01-30
al,2020-02-29,NA,01,2022-01-30
al,2020-03-01,NA,01,2022-01-30
al,2020-03-02,NA,01,2022-01-30
al,2020-03-03,NA,01,2022-01-30
al,2020-03-04,NA,01,2022-01-30
al,2020-03-05,NA,01,2022-01-30
al,2020-03-06,NA,01,2022-01-30
al,2020-03-07,NA,01,2022-01-30
al,2020-03-08,NA,01,2022-01-30
al,2020-03-09,NA,01,2022-01-30
al,2020-03-10,NA,01,2022-01-30
al,2020-03-11,NA,01,2022-01-30
al,2020-03-12,NA,01,2022-01-30
al,2020-03-13,NA,01,2022-01-30
al,2020-03-14,NA,01,2022-01-30
al,2020-03-15,NA,01,2022-01-30
al,2020-03-16,NA,01,2022-01-30
al,2020-03-17,NA,01,2022-01-30
al,2020-03-18,NA,01,2022-01-30
al,2020-03-19,NA,01,2022-01-30
al,2020-03-20,NA,01,2022-01-30
al,2020-03-21,NA,01,2022-01-30
al,2020-03-22,NA,01,2022-01-30
al,2020-03-23,NA,01,2022-01-30
al,2020-03-24,NA,01,2022-01-30
al,2020-03-25,NA,01,2022-01-30
al,2020-03-26,NA,01,2022-01-30
al,2020-03-27,NA,01,2022-01-30
al,2020-03-28,NA,01,2022-01-30
al,2020-03-29,NA,01,2022-01-30
al,2020-03-30,NA,01,2022-01-30
al,2020-03-31,NA,01,2022-01-30
al,2020-04-01,NA,01,2022-01-30
al,2020-04-02,NA,01,2022-01-30
al,2020-04-03,NA,01,2022-01-30
al,2020-04-04,NA,01,2022-01-30
al,2020-04-05,NA,01,2022-01-30
al,2020-04-06,NA,01,2022-01-30
al,2020-04-07,NA,01,2022-01-30
al,2020-04-08,NA,01,2022-01-30
al,2020-04-09,NA,01,2022-01-30
al,2020-04-10,NA,01,2022-01-30
al,2020-04-11,NA,01,2022-01-30
al,2020-04-12,NA,01,2022-01-30
al,2020-04-13,NA,01,2022-01-30
al,2020-04-14,NA,01,2022-01-30
al,2020-04-15,NA,01,2022-01-30
al,2020-04-16,NA,01,2022-01-30
al,2020-04-17,NA,01,2022-01-30
al,2020-04-18,NA,01,2022-01-30
al,2020-04-19,NA,01,2022-01-30
al,2020-04-20,NA,01,2022-01-30
al,2020-04-21,NA,01,2022-01-30
al,2020-04-22,NA,01,2022-01-30
al,2020-04-23,NA,01,2022-01-30
al,2020-04-24,NA,01,2022-01-30
al,2020-04-25,NA,01,2022-01-30
al,2020-04-26,NA,01,2022-01-30
al,2020-04-27,NA,01,2022-01-30
al,2020-04-28,NA,01,2022-01-30
al,2020-04-29,NA,01,2022-01-30
al,2020-04-30,NA,01,2022-01-30
al,2020-05-01,NA,01,2022-01-30
al,2020-05-02,NA,01,2022-01-30
al,2020-05-03,NA,01,2022-01-30
al,2020-05-04,NA,01,2022-01-30
al,2020-05-05,NA,01,2022-01-30
al,2020-05-06,NA,01,2022-01-30
al,2020-05-07,NA,01,2022-01-30
al,2020-05-08,NA,01,2022-01-30
al,2020-05-09,NA,01,2022-01-30
al,2020-05-10,NA,01,2022-01-30
al,2020-05-11,NA,01,2022-01-30
al,2020-05-12,NA,01,2022-01-30
al,2020-05-13,NA,01,2022-01-30
al,2020-05-14,NA,01,2022-01-30
al,2020-05-15,NA,01,2022-01-30
al,2020-05-16,NA,01,2022-01-30
al,2020-05-17,NA,01,2022-01-30
al,2020-05-18,NA,01,2022-01-30
al,2020-05-19,NA,01,2022-01-30
al,2020-05-20,NA,01,2022-01-30
al,2020-05-21,NA,01,2022-01-30
al,2020-05-22,NA,01,2022-01-30
al,2020-05-23,NA,01,2022-01-30
al,2020-05-24,NA,01,2022-01-30
al,2020-05-25,NA,01,2022-01-30
al,2020-05-26,NA,01,2022-01-30
al,2020-05-27,NA,01,2022-01-30
al,2020-05-28,NA,01,2022-01-30
al,2020-05-29,NA,01,2022-01-30
al,2020-05-30,NA,01,2022-01-30
al,2020-05-31,NA,01,2022-01-30
al,2020-06-01,NA,01,2022-01-30
al,2020-06-02,NA,01,2022-01-30
al,2020-06-03,NA,01,2022-01-30
al,2020-06-04,NA,01,2022-01-30
al,2020-06-05,NA,01,2022-01-30
al,2020-06-06,NA,01,2022-01-30
al,2020-06-07,NA,01,2022-01-30
al,2020-06-08,NA,01,2022-01-30
al,2020-06-09,NA,01,2022-01-30
al,2020-06-10,NA,01,2022-01-30
al,2020-06-11,NA,01,2022-01-30
al,2020-06-12,NA,01,2022-01-30
al,2020-06-13,NA,01,2022-01-30
al,2020-06-14,NA,01,2022-01-30
al,2020-06-15,NA,01,2022-01-30
al,2020-06-16,NA,01,2022-01-30
al,2020-06-17,NA,01,2022-01-30
al,2020-06-18,NA,01,2022-01-30
al,2020-06-19,NA,01,2022-01-30
al,2020-06-20,NA,01,2022-01-30
al,2020-06-21,NA,01,2022-01-30
al,2020-06-22,NA,01,2022-01-30
al,2020-06-23,NA,01,2022-01-30
al,2020-06-24,NA,01,2022-01-30
al,2020-06-25,NA,01,2022-01-30
al,2020-06-26,NA,01,2022-01-30
al,2020-06-27,NA,01,2022-01-30
al,2020-06-28,NA,01,2022-01-30
al,2020-06-29,NA,01,2022-01-30
al,2020-06-30,NA,01,2022-01-30
al,2020-07-01,NA,01,2022-01-30
al,2020-07-02,NA,01,2022-01-30
al,2020-07-03,NA,01,2022-01-30
al,2020-07-04,NA,01,2022-01-30
al,2020-07-05,NA,01,2022-01-30
al,2020-07-06,NA,01,2022-01-30
al,2020-07-07,NA,01,2022-01-30
al,2020-07-08,NA,01,2022-01-30
al,2020-07-09,NA,01,2022-01-30
al,2020-07-10,NA,01,2022-01-30
al,2020-07-11,NA,01,2022-01-30
al,2020-07-12,NA,01,2022-01-30
al,2020-07-13,NA,01,2022-01-30
al,2020-07-14,161,01,2022-01-30
al,2020-07-15,145,01,2022-01-30
al,2020-07-16,235,01,2022-01-30
al,2020-07-17,157,01,2022-01-30
al,2020-07-18,125,01,2022-01-30
al,2020-07-19,136,01,2022-01-30
al,2020-07-20,177,01,2022-01-30
al,2020-07-21,122,01,2022-01-30
al,2020-07-22,153,01,2022-01-30
al,2020-07-23,99,01,2022-01-30
al,2020-07-24,139,01,2022-01-30
al,2020-07-25,176,01,2022-01-30
al,2020-07-26,136,01,2022-01-30
al,2020-07-27,127,01,2022-01-30
al,2020-07-28,129,01,2022-01-30
al,2020-07-29,162,01,2022-01-30
al,2020-07-30,104,01,2022-01-30
al,2020-07-31,123,01,2022-01-30
al,2020-08-01,90,01,2022-01-30
al,2020-08-02,92,01,2022-01-30
al,2020-08-03,104,01,2022-01-30
al,2020-08-04,89,01,2022-01-30
al,2020-08-05,122,01,2022-01-30
al,2020-08-06,113,01,2022-01-30
al,2020-08-07,101,01,2022-01-30
al,2020-08-08,75,01,2022-01-30
al,2020-08-09,79,01,2022-01-30
al,2020-08-10,103,01,2022-01-30
al,2020-08-11,104,01,2022-01-30
al,2020-08-12,119,01,2022-01-30
al,2020-08-13,112,01,2022-01-30
al,2020-08-14,99,01,2022-01-30
al,2020-08-15,110,01,2022-01-30
al,2020-08-16,93,01,2022-01-30
al,2020-08-17,120,01,2022-01-30
al,2020-08-18,108,01,2022-01-30
al,2020-08-19,111,01,2022-01-30
al,2020-08-20,120,01,2022-01-30
al,2020-08-21,125,01,2022-01-30
al,2020-08-22,99,01,2022-01-30
al,2020-08-23,128,01,2022-01-30
al,2020-08-24,129,01,2022-01-30
al,2020-08-25,140,01,2022-01-30
al,2020-08-26,140,01,2022-01-30
al,2020-08-27,118,01,2022-01-30
al,2020-08-28,113,01,2022-01-30
al,2020-08-29,111,01,2022-01-30
al,2020-08-30,110,01,2022-01-30
al,2020-08-31,146,01,2022-01-30
al,2020-09-01,147,01,2022-01-30
al,2020-09-02,125,01,2022-01-30
al,2020-09-03,120,01,2022-01-30
al,2020-09-04,106,01,2022-01-30
al,2020-09-05,97,01,2022-01-30
al,2020-09-06,89,01,2022-01-30
al,2020-09-07,119,01,2022-01-30
al,2020-09-08,127,01,2022-01-30
al,2020-09-09,102,01,2022-01-30
al,2020-09-10,125,01,2022-01-30
al,2020-09-11,118,01,2022-01-30
al,2020-09-12,86,01,2022-01-30
al,2020-09-13,106,01,2022-01-30
al,2020-09-14,113,01,2022-01-30
al,2020-09-15,111,01,2022-01-30
al,2020-09-16,92,01,2022-01-30
al,2020-09-17,131,01,2022-01-30
al,2020-09-18,104,01,2022-01-30
al,2020-09-19,93,01,2022-01-30
al,2020-09-20,107,01,2022-01-30
al,2020-09-21,129,01,2022-01-30
al,2020-09-22,109,01,2022-01-30
al,2020-09-23,117,01,2022-01-30
al,2020-09-24,102,01,2022-01-30
al,2020-09-25,130,01,2022-01-30
al,2020-09-26,106,01,2022-01-30
al,2020-09-27,89,01,2022-01-30
al,2020-09-28,113,01,2022-01-30
al,2020-09-29,101,01,2022-01-30
al,2020-09-30,121,01,2022-01-30
al,2020-10-01,106,01,2022-01-30
al,2020-10-02,120,01,2022-01-30
al,2020-10-03,98,01,2022-01-30
al,2020-10-04,97,01,2022-01-30
al,2020-10-05,126,01,2022-01-30
al,2020-10-06,134,01,2022-01-30
al,2020-10-07,121,01,2022-01-30
al,2020-10-08,116,01,2022-01-30
al,2020-10-09,101,01,2022-01-30
al,2020-10-10,98,01,2022-01-30
al,2020-10-11,108,01,2022-01-30
al,2020-10-12,127,01,2022-01-30
al,2020-10-13,138,01,2022-01-30
al,2020-10-14,126,01,2022-01-30
al,2020-10-15,140,01,2022-01-30
al,2020-10-16,126,01,2022-01-30
al,2020-10-17,109,01,2022-01-30
al,2020-10-18,126,01,2022-01-30
al,2020-10-19,139,01,2022-01-30
al,2020-10-20,152,01,2022-01-30
al,2020-10-21,151,01,2022-01-30
al,2020-10-22,175,01,2022-01-30
al,2020-10-23,152,01,2022-01-30
al,2020-10-24,150,01,2022-01-30
al,2020-10-25,150,01,2022-01-30
al,2020-10-26,172,01,2022-01-30
al,2020-10-27,188,01,2022-01-30
al,2020-10-28,149,01,2022-01-30
al,2020-10-29,158,01,2022-01-30
al,2020-10-30,150,01,2022-01-30
al,2020-10-31,136,01,2022-01-30
al,2020-11-01,166,01,2022-01-30
al,2020-11-02,144,01,2022-01-30
al,2020-11-03,144,01,2022-01-30
al,2020-11-04,165,01,2022-01-30
al,2020-11-05,159,01,2022-01-30
al,2020-11-06,178,01,2022-01-30
al,2020-11-07,175,01,2022-01-30
al,2020-11-08,181,01,2022-01-30
al,2020-11-09,196,01,2022-01-30
al,2020-11-10,207,01,2022-01-30
al,2020-11-11,186,01,2022-01-30
al,2020-11-12,174,01,2022-01-30
al,2020-11-13,181,01,2022-01-30
al,2020-11-14,189,01,2022-01-30
al,2020-11-15,163,01,2022-01-30
al,2020-11-16,221,01,2022-01-30
al,2020-11-17,202,01,2022-01-30
al,2020-11-18,224,01,2022-01-30
al,2020-11-19,192,01,2022-01-30
al,2020-11-20,187,01,2022-01-30
al,2020-11-21,198,01,2022-01-30
al,2020-11-22,179,01,2022-01-30
al,2020-11-23,217,01,2022-01-30
al,2020-11-24,243,01,2022-01-30
al,2020-11-25,227,01,2022-01-30
al,2020-11-26,205,01,2022-01-30
al,2020-11-27,245,01,2022-01-30
al,2020-11-28,221,01,2022-01-30
al,2020-11-29,244,01,2022-01-30
al,2020-11-30,308,01,2022-01-30
al,2020-12-01,285,01,2022-01-30
al,2020-12-02,294,01,2022-01-30
al,2020-12-03,279,01,2022-01-30
al,2020-12-04,294,01,2022-01-30
al,2020-12-05,272,01,2022-01-30
al,2020-12-06,271,01,2022-01-30
al,2020-12-07,320,01,2022-01-30
al,2020-12-08,320,01,2022-01-30
al,2020-12-09,336,01,2022-01-30
al,2020-12-10,349,01,2022-01-30
al,2020-12-11,348,01,2022-01-30
al,2020-12-12,337,01,2022-01-30
al,2020-12-13,328,01,2022-01-30
al,2020-12-14,399,01,2022-01-30
al,2020-12-15,427,01,2022-01-30
al,2020-12-16,405,01,2022-01-30
al,2020-12-17,383,01,2022-01-30
al,2020-12-18,366,01,2022-01-30
al,2020-12-19,359,01,2022-01-30
al,2020-12-20,352,01,2022-01-30
al,2020-12-21,403,01,2022-01-30
al,2020-12-22,514,01,2022-01-30
al,2020-12-23,435,01,2022-01-30
al,2020-12-24,366,01,2022-01-30
al,2020-12-25,344,01,2022-01-30
al,2020-12-26,420,01,2022-01-30
al,2020-12-27,367,01,2022-01-30
al,2020-12-28,457,01,2022-01-30
al,2020-12-29,424,01,2022-01-30
al,2020-12-30,431,01,2022-01-30
al,2020-12-31,423,01,2022-01-30
al,2021-01-01,393,01,2022-01-30
al,2021-01-02,441,01,2022-01-30
al,2021-01-03,431,01,2022-01-30
al,2021-01-04,468,01,2022-01-30
al,2021-01-05,451,01,2022-01-30
al,2021-01-06,453,01,2022-01-30
al,2021-01-07,432,01,2022-01-30
al,2021-01-08,468,01,2022-01-30
al,2021-01-09,395,01,2022-01-30
al,2021-01-10,354,01,2022-01-30
al,2021-01-11,436,01,2022-01-30
al,2021-01-12,416,01,2022-01-30
al,2021-01-13,398,01,2022-01-30
al,2021-01-14,410,01,2022-01-30
al,2021-01-15,397,01,2022-01-30
al,2021-01-16,304,01,2022-01-30
al,2021-01-17,342,01,2022-01-30
al,2021-01-18,354,01,2022-01-30
al,2021-01-19,360,01,2022-01-30
al,2021-01-20,319,01,2022-01-30
al,2021-01-21,322,01,2022-01-30
al,2021-01-22,270,01,2022-01-30
al,2021-01-23,239,01,2022-01-30
al,2021-01-24,240,01,2022-01-30
al,2021-01-25,307,01,2022-01-30
al,2021-01-26,284,01,2022-01-30
al,2021-01-27,285,01,2022-01-30
al,2021-01-28,267,01,2022-01-30
al,2021-01-29,236,01,2022-01-30
al,2021-01-30,210,01,2022-01-30
al,2021-01-31,235,01,2022-01-30
al,2021-02-01,260,01,2022-01-30
al,2021-02-02,225,01,2022-01-30
al,2021-02-03,207,01,2022-01-30
al,2021-02-04,242,01,2022-01-30
al,2021-02-05,210,01,2022-01-30
al,2021-02-06,177,01,2022-01-30
al,2021-02-07,191,01,2022-01-30
al,2021-02-08,194,01,2022-01-30
al,2021-02-09,184,01,2022-01-30
al,2021-02-10,176,01,2022-01-30
al,2021-02-11,186,01,2022-01-30
al,2021-02-12,146,01,2022-01-30
al,2021-02-13,115,01,2022-01-30
al,2021-02-14,133,01,2022-01-30
al,2021-02-15,136,01,2022-01-30
al,2021-02-16,117,01,2022-01-30
al,2021-02-17,164,01,2022-01-30
al,2021-02-18,133,01,2022-01-30
al,2021-02-19,159,01,2022-01-30
al,2021-02-20,113,01,2022-01-30
al,2021-02-21,96,01,2022-01-30
al,2021-02-22,124,01,2022-01-30
al,2021-02-23,106,01,2022-01-30
al,2021-02-24,112,01,2022-01-30
al,2021-02-25,92,01,2022-01-30
al,2021-02-26,104,01,2022-01-30
al,2021-02-27,83,01,2022-01-30
al,2021-02-28,84,01,2022-01-30
al,2021-03-01,97,01,2022-01-30
al,2021-03-02,83,01,2022-01-30
al,2021-03-03,77,01,2022-01-30
al,2021-03-04,74,01,2022-01-30
al,2021-03-05,79,01,2022-01-30
al,2021-03-06,64,01,2022-01-30
al,2021-03-07,73,01,2022-01-30
al,2021-03-08,65,01,2022-01-30
al,2021-03-09,69,01,2022-01-30
al,2021-03-10,69,01,2022-01-30
al,2021-03-11,59,01,2022-01-30
al,2021-03-12,71,01,2022-01-30
al,2021-03-13,51,01,2022-01-30
al,2021-03-14,53,01,2022-01-30
al,2021-03-15,115,01,2022-01-30
al,2021-03-16,64,01,2022-01-30
al,2021-03-17,61,01,2022-01-30
al,2021-03-18,73,01,2022-01-30
al,2021-03-19,109,01,2022-01-30
al,2021-03-20,77,01,2022-01-30
al,2021-03-21,59,01,2022-01-30
al,2021-03-22,74,01,2022-01-30
al,2021-03-23,73,01,2022-01-30
al,2021-03-24,59,01,2022-01-30
al,2021-03-25,67,01,2022-01-30
al,2021-03-26,61,01,2022-01-30
al,2021-03-27,59,01,2022-01-30
al,2021-03-28,66,01,2022-01-30
al,2021-03-29,63,01,2022-01-30
al,2021-03-30,58,01,2022-01-30
al,2021-03-31,47,01,2022-01-30
al,2021-04-01,67,01,2022-01-30
al,2021-04-02,41,01,2022-01-30
al,2021-04-03,48,01,2022-01-30
al,2021-04-04,45,01,2022-01-30
al,2021-04-05,62,01,2022-01-30
al,2021-04-06,59,01,2022-01-30
al,2021-04-07,60,01,2022-01-30
al,2021-04-08,54,01,2022-01-30
al,2021-04-09,53,01,2022-01-30
al,2021-04-10,46,01,2022-01-30
al,2021-04-11,43,01,2022-01-30
al,2021-04-12,49,01,2022-01-30
al,2021-04-13,43,01,2022-01-30
al,2021-04-14,66,01,2022-01-30
al,2021-04-15,51,01,2022-01-30
al,2021-04-16,69,01,2022-01-30
al,2021-04-17,67,01,2022-01-30
al,2021-04-18,64,01,2022-01-30
al,2021-04-19,78,01,2022-01-30
al,2021-04-20,69,01,2022-01-30
al,2021-04-21,69,01,2022-01-30
al,2021-04-22,57,01,2022-01-30
al,2021-04-23,63,01,2022-01-30
al,2021-04-24,53,01,2022-01-30
al,2021-04-25,53,01,2022-01-30
al,2021-04-26,57,01,2022-01-30
al,2021-04-27,51,01,2022-01-30
al,2021-04-28,53,01,2022-01-30
al,2021-04-29,71,01,2022-01-30
al,2021-04-30,65,01,2022-01-30
al,2021-05-01,61,01,2022-01-30
al,2021-05-02,92,01,2022-01-30
al,2021-05-03,58,01,2022-01-30
al,2021-05-04,56,01,2022-01-30
al,2021-05-05,64,01,2022-01-30
al,2021-05-06,65,01,2022-01-30
al,2021-05-07,65,01,2022-01-30
al,2021-05-08,62,01,2022-01-30
al,2021-05-09,54,01,2022-01-30
al,2021-05-10,91,01,2022-01-30
al,2021-05-11,82,01,2022-01-30
al,2021-05-12,74,01,2022-01-30
al,2021-05-13,76,01,2022-01-30
al,2021-05-14,54,01,2022-01-30
al,2021-05-15,70,01,2022-01-30
al,2021-05-16,45,01,2022-01-30
al,2021-05-17,51,01,2022-01-30
al,2021-05-18,48,01,2022-01-30
al,2021-05-19,51,01,2022-01-30
al,2021-05-20,52,01,2022-01-30
al,2021-05-21,46,01,2022-01-30
al,2021-05-22,52,01,2022-01-30
al,2021-05-23,39,01,2022-01-30
al,2021-05-24,47,01,2022-01-30
al,2021-05-25,60,01,2022-01-30
al,2021-05-26,50,01,2022-01-30
al,2021-05-27,47,01,2022-01-30
al,2021-05-28,49,01,2022-01-30
al,2021-05-29,37,01,2022-01-30
al,2021-05-30,52,01,2022-01-30
al,2021-05-31,26,01,2022-01-30
al,2021-06-01,50,01,2022-01-30
al,2021-06-02,41,01,2022-01-30
al,2021-06-03,31,01,2022-01-30
al,2021-06-04,35,01,2022-01-30
al,2021-06-05,28,01,2022-01-30
al,2021-06-06,27,01,2022-01-30
al,2021-06-07,38,01,2022-01-30
al,2021-06-08,24,01,2022-01-30
al,2021-06-09,30,01,2022-01-30
al,2021-06-10,32,01,2022-01-30
al,2021-06-11,37,01,2022-01-30
al,2021-06-12,28,01,2022-01-30
al,2021-06-13,24,01,2022-01-30
al,2021-06-14,31,01,2022-01-30
al,2021-06-15,29,01,2022-01-30
al,2021-06-16,25,01,2022-01-30
al,2021-06-17,26,01,2022-01-30
al,2021-06-18,22,01,2022-01-30
al,2021-06-19,24,01,2022-01-30
al,2021-06-20,34,01,2022-01-30
al,2021-06-21,27,01,2022-01-30
al,2021-06-22,33,01,2022-01-30
al,2021-06-23,30,01,2022-01-30
al,2021-06-24,26,01,2022-01-30
al,2021-06-25,32,01,2022-01-30
al,2021-06-26,26,01,2022-01-30
al,2021-06-27,25,01,2022-01-30
al,2021-06-28,29,01,2022-01-30
al,2021-06-29,39,01,2022-01-30
al,2021-06-30,44,01,2022-01-30
al,2021-07-01,281,01,2022-01-30
al,2021-07-02,40,01,2022-01-30
al,2021-07-03,41,01,2022-01-30
al,2021-07-04,44,01,2022-01-30
al,2021-07-05,46,01,2022-01-30
al,2021-07-06,49,01,2022-01-30
al,2021-07-07,39,01,2022-01-30
al,2021-07-08,45,01,2022-01-30
al,2021-07-09,50,01,2022-01-30
al,2021-07-10,45,01,2022-01-30
al,2021-07-11,50,01,2022-01-30
al,2021-07-12,67,01,2022-01-30
al,2021-07-13,80,01,2022-01-30
al,2021-07-14,74,01,2022-01-30
al,2021-07-15,93,01,2022-01-30
al,2021-07-16,95,01,2022-01-30
al,2021-07-17,97,01,2022-01-30
al,2021-07-18,118,01,2022-01-30
al,2021-07-19,158,01,2022-01-30
al,2021-07-20,155,01,2022-01-30
al,2021-07-21,173,01,2022-01-30
al,2021-07-22,185,01,2022-01-30
al,2021-07-23,198,01,2022-01-30
al,2021-07-24,201,01,2022-01-30
al,2021-07-25,215,01,2022-01-30
al,2021-07-26,262,01,2022-01-30
al,2021-07-27,278,01,2022-01-30
al,2021-07-28,279,01,2022-01-30
al,2021-07-29,276,01,2022-01-30
al,2021-07-30,288,01,2022-01-30
al,2021-07-31,274,01,2022-01-30
al,2021-08-01,242,01,2022-01-30
al,2021-08-02,324,01,2022-01-30
al,2021-08-03,299,01,2022-01-30
al,2021-08-04,284,01,2022-01-30
al,2021-08-05,317,01,2022-01-30
al,2021-08-06,332,01,2022-01-30
al,2021-08-07,320,01,2022-01-30
al,2021-08-08,309,01,2022-01-30
al,2021-08-09,392,01,2022-01-30
al,2021-08-10,401,01,2022-01-30
al,2021-08-11,414,01,2022-01-30
al,2021-08-12,385,01,2022-01-30
al,2021-08-13,345,01,2022-01-30
al,2021-08-14,357,01,2022-01-30
al,2021-08-15,349,01,2022-01-30
al,2021-08-16,400,01,2022-01-30
al,2021-08-17,363,01,2022-01-30
al,2021-08-18,387,01,2022-01-30
al,2021-08-19,372,01,2022-01-30
al,2021-08-20,369,01,2022-01-30
al,2021-08-21,342,01,2022-01-30
al,2021-08-22,323,01,2022-01-30
al,2021-08-23,377,01,2022-01-30
al,2021-08-24,379,01,2022-01-30
al,2021-08-25,390,01,2022-01-30
al,2021-08-26,397,01,2022-01-30
al,2021-08-27,334,01,2022-01-30
al,2021-08-28,336,01,2022-01-30
al,2021-08-29,398,01,2022-01-30
al,2021-08-30,401,01,2022-01-30
al,2021-08-31,358,01,2022-01-30
al,2021-09-01,415,01,2022-01-30
al,2021-09-02,350,01,2022-01-30
al,2021-09-03,428,01,2022-01-30
al,2021-09-04,323,01,2022-01-30
al,2021-09-05,351,01,2022-01-30
al,2021-09-06,308,01,2022-01-30
al,2021-09-07,372,01,2022-01-30
al,2021-09-08,365,01,2022-01-30
al,2021-09-09,351,01,2022-01-30
al,2021-09-10,295,01,2022-01-30
al,2021-09-11,310,01,2022-01-30
al,2021-09-12,237,01,2022-01-30
al,2021-09-13,313,01,2022-01-30
al,2021-09-14,284,01,2022-01-30
al,2021-09-15,263,01,2022-01-30
al,2021-09-16,241,01,2022-01-30
al,2021-09-17,203,01,2022-01-30
al,2021-09-18,168,01,2022-01-30
al,2021-09-19,174,01,2022-01-30
al,2021-09-20,202,01,2022-01-30
al,2021-09-21,197,01,2022-01-30
al,2021-09-22,177,01,2022-01-30
al,2021-09-23,141,01,2022-01-30
al,2021-09-24,149,01,2022-01-30
al,2021-09-25,116,01,2022-01-30
al,2021-09-26,114,01,2022-01-30
al,2021-09-27,158,01,2022-01-30
al,2021-09-28,132,01,2022-01-30
al,2021-09-29,135,01,2022-01-30
al,2021-09-30,111,01,2022-01-30
al,2021-10-01,89,01,2022-01-30
al,2021-10-02,98,01,2022-01-30
al,2021-10-03,96,01,2022-01-30
al,2021-10-04,130,01,2022-01-30
al,2021-10-05,103,01,2022-01-30
al,2021-10-06,114,01,2022-01-30
al,2021-10-07,101,01,2022-01-30
al,2021-10-08,96,01,2022-01-30
al,2021-10-09,101,01,2022-01-30
al,2021-10-10,75,01,2022-01-30
al,2021-10-11,92,01,2022-01-30
al,2021-10-12,80,01,2022-01-30
al,2021-10-13,85,01,2022-01-30
al,2021-10-14,69,01,2022-01-30
al,2021-10-15,79,01,2022-01-30
al,2021-10-16,74,01,2022-01-30
al,2021-10-17,66,01,2022-01-30
al,2021-10-18,65,01,2022-01-30
al,2021-10-19,76,01,2022-01-30
al,2021-10-20,69,01,2022-01-30
al,2021-10-21,61,01,2022-01-30
al,2021-10-22,43,01,2022-01-30
al,2021-10-23,47,01,2022-01-30
al,2021-10-24,61,01,2022-01-30
al,2021-10-25,59,01,2022-01-30
al,2021-10-26,58,01,2022-01-30
al,2021-10-27,74,01,2022-01-30
al,2021-10-28,46,01,2022-01-30
al,2021-10-29,43,01,2022-01-30
al,2021-10-30,47,01,2022-01-30
al,2021-10-31,39,01,2022-01-30
al,2021-11-01,43,01,2022-01-30
al,2021-11-02,38,01,2022-01-30
al,2021-11-03,40,01,2022-01-30
al,2021-11-04,46,01,2022-01-30
al,2021-11-05,40,01,2022-01-30
al,2021-11-06,38,01,2022-01-30
al,2021-11-07,40,01,2022-01-30
al,2021-11-08,43,01,2022-01-30
al,2021-11-09,36,01,2022-01-30
al,2021-11-10,49,01,2022-01-30
al,2021-11-11,43,01,2022-01-30
al,2021-11-12,48,01,2022-01-30
al,2021-11-13,34,01,2022-01-30
al,2021-11-14,34,01,2022-01-30
al,2021-11-15,43,01,2022-01-30
al,2021-11-16,40,01,2022-01-30
al,2021-11-17,42,01,2022-01-30
